"Notes"	"State"	"State Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval
	"Maryland"	"24"	"Jul., 2018"	"2018/07"	62	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maryland"	"24"	"Aug., 2018"	"2018/08"	54	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maryland"	"24"	"Sep., 2018"	"2018/09"	53	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maryland"	"24"	"Oct., 2018"	"2018/10"	66	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maryland"	"24"	"Nov., 2018"	"2018/11"	72	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maryland"	"24"	"Dec., 2018"	"2018/12"	81	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Maryland"	"24"			973	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Jan., 2018"	"2018/01"	238	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Feb., 2018"	"2018/02"	231	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Mar., 2018"	"2018/03"	163	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Apr., 2018"	"2018/04"	138	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"May, 2018"	"2018/05"	85	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Jun., 2018"	"2018/06"	77	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Jul., 2018"	"2018/07"	68	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Aug., 2018"	"2018/08"	75	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Sep., 2018"	"2018/09"	70	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Oct., 2018"	"2018/10"	77	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Nov., 2018"	"2018/11"	103	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Dec., 2018"	"2018/12"	116	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Massachusetts"	"25"			1441	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Michigan"	"26"	"Jan., 2018"	"2018/01"	335	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Michigan"	"26"	"Feb., 2018"	"2018/02"	268	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Michigan"	"26"	"Mar., 2018"	"2018/03"	199	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Michigan"	"26"	"Apr., 2018"	"2018/04"	179	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Michigan"	"26"	"May, 2018"	"2018/05"	131	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Michigan"	"26"	"Jun., 2018"	"2018/06"	111	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Michigan"	"26"	"Jul., 2018"	"2018/07"	106	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Michigan"	"26"	"Aug., 2018"	"2018/08"	80	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Michigan"	"26"	"Sep., 2018"	"2018/09"	108	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Michigan"	"26"	"Oct., 2018"	"2018/10"	122	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Michigan"	"26"	"Nov., 2018"	"2018/11"	111	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Michigan"	"26"	"Dec., 2018"	"2018/12"	119	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Michigan"	"26"			1869	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Jan., 2018"	"2018/01"	179	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Feb., 2018"	"2018/02"	111	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Mar., 2018"	"2018/03"	62	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Apr., 2018"	"2018/04"	57	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Minnesota"	"27"	"May, 2018"	"2018/05"	35	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Jun., 2018"	"2018/06"	40	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Jul., 2018"	"2018/07"	37	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Aug., 2018"	"2018/08"	27	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Sep., 2018"	"2018/09"	25	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Oct., 2018"	"2018/10"	32	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Nov., 2018"	"2018/11"	37	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Dec., 2018"	"2018/12"	56	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Minnesota"	"27"			698	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Jan., 2018"	"2018/01"	172	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Feb., 2018"	"2018/02"	118	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Mar., 2018"	"2018/03"	82	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Apr., 2018"	"2018/04"	69	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mississippi"	"28"	"May, 2018"	"2018/05"	57	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Jun., 2018"	"2018/06"	63	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Jul., 2018"	"2018/07"	56	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Aug., 2018"	"2018/08"	43	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Sep., 2018"	"2018/09"	56	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Oct., 2018"	"2018/10"	54	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Nov., 2018"	"2018/11"	59	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Dec., 2018"	"2018/12"	81	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Mississippi"	"28"			910	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Missouri"	"29"	"Jan., 2018"	"2018/01"	397	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Missouri"	"29"	"Feb., 2018"	"2018/02"	229	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Missouri"	"29"	"Mar., 2018"	"2018/03"	161	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Missouri"	"29"	"Apr., 2018"	"2018/04"	106	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Missouri"	"29"	"May, 2018"	"2018/05"	71	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Missouri"	"29"	"Jun., 2018"	"2018/06"	71	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Missouri"	"29"	"Jul., 2018"	"2018/07"	62	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Missouri"	"29"	"Aug., 2018"	"2018/08"	59	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Missouri"	"29"	"Sep., 2018"	"2018/09"	78	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Missouri"	"29"	"Oct., 2018"	"2018/10"	75	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Missouri"	"29"	"Nov., 2018"	"2018/11"	75	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Missouri"	"29"	"Dec., 2018"	"2018/12"	93	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Missouri"	"29"			1477	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Montana"	"30"	"Jan., 2018"	"2018/01"	27	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Montana"	"30"	"Feb., 2018"	"2018/02"	27	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Montana"	"30"	"Mar., 2018"	"2018/03"	30	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Montana"	"30"			152	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Jan., 2018"	"2018/01"	74	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Feb., 2018"	"2018/02"	61	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Mar., 2018"	"2018/03"	62	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Apr., 2018"	"2018/04"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Nebraska"	"31"	"May, 2018"	"2018/05"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Jun., 2018"	"2018/06"	22	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Jul., 2018"	"2018/07"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Aug., 2018"	"2018/08"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Sep., 2018"	"2018/09"	25	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Oct., 2018"	"2018/10"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Nov., 2018"	"2018/11"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Dec., 2018"	"2018/12"	32	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Nebraska"	"31"			394	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Nevada"	"32"	"Jan., 2018"	"2018/01"	105	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Nevada"	"32"	"Feb., 2018"	"2018/02"	63	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Nevada"	"32"	"Mar., 2018"	"2018/03"	54	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Nevada"	"32"	"Apr., 2018"	"2018/04"	44	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Nevada"	"32"	"May, 2018"	"2018/05"	43	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Nevada"	"32"	"Jun., 2018"	"2018/06"	39	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Nevada"	"32"	"Jul., 2018"	"2018/07"	28	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Nevada"	"32"	"Aug., 2018"	"2018/08"	24	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Nevada"	"32"	"Sep., 2018"	"2018/09"	36	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Nevada"	"32"	"Oct., 2018"	"2018/10"	23	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Nevada"	"32"	"Nov., 2018"	"2018/11"	35	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Nevada"	"32"	"Dec., 2018"	"2018/12"	33	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Nevada"	"32"			527	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Jan., 2018"	"2018/01"	54	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Feb., 2018"	"2018/02"	42	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Mar., 2018"	"2018/03"	40	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Apr., 2018"	"2018/04"	28	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"May, 2018"	"2018/05"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Jun., 2018"	"2018/06"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Aug., 2018"	"2018/08"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Oct., 2018"	"2018/10"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Nov., 2018"	"2018/11"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Dec., 2018"	"2018/12"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"New Hampshire"	"33"			265	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Jan., 2018"	"2018/01"	222	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Feb., 2018"	"2018/02"	223	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Mar., 2018"	"2018/03"	123	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Apr., 2018"	"2018/04"	119	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"May, 2018"	"2018/05"	86	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Jun., 2018"	"2018/06"	79	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Jul., 2018"	"2018/07"	95	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Aug., 2018"	"2018/08"	90	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Sep., 2018"	"2018/09"	83	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Oct., 2018"	"2018/10"	110	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Nov., 2018"	"2018/11"	108	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Dec., 2018"	"2018/12"	127	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"New Jersey"	"34"			1465	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Jan., 2018"	"2018/01"	78	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Feb., 2018"	"2018/02"	60	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Mar., 2018"	"2018/03"	39	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Apr., 2018"	"2018/04"	27	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Mexico"	"35"	"May, 2018"	"2018/05"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Jun., 2018"	"2018/06"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Jul., 2018"	"2018/07"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Aug., 2018"	"2018/08"	23	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Sep., 2018"	"2018/09"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Oct., 2018"	"2018/10"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Nov., 2018"	"2018/11"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Dec., 2018"	"2018/12"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"New Mexico"	"35"			365	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New York"	"36"	"Jan., 2018"	"2018/01"	706	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New York"	"36"	"Feb., 2018"	"2018/02"	646	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New York"	"36"	"Mar., 2018"	"2018/03"	448	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New York"	"36"	"Apr., 2018"	"2018/04"	418	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New York"	"36"	"May, 2018"	"2018/05"	316	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New York"	"36"	"Jun., 2018"	"2018/06"	285	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New York"	"36"	"Jul., 2018"	"2018/07"	302	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New York"	"36"	"Aug., 2018"	"2018/08"	298	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New York"	"36"	"Sep., 2018"	"2018/09"	309	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New York"	"36"	"Oct., 2018"	"2018/10"	350	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New York"	"36"	"Nov., 2018"	"2018/11"	315	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New York"	"36"	"Dec., 2018"	"2018/12"	356	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"New York"	"36"			4749	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"North Carolina"	"37"	"Jan., 2018"	"2018/01"	432	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"North Carolina"	"37"	"Feb., 2018"	"2018/02"	345	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"North Carolina"	"37"	"Mar., 2018"	"2018/03"	213	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"North Carolina"	"37"	"Apr., 2018"	"2018/04"	138	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"North Carolina"	"37"	"May, 2018"	"2018/05"	124	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"North Carolina"	"37"	"Jun., 2018"	"2018/06"	122	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"North Carolina"	"37"	"Jul., 2018"	"2018/07"	90	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"North Carolina"	"37"	"Aug., 2018"	"2018/08"	110	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"North Carolina"	"37"	"Sep., 2018"	"2018/09"	116	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"North Carolina"	"37"	"Oct., 2018"	"2018/10"	103	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"North Carolina"	"37"	"Nov., 2018"	"2018/11"	120	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"North Carolina"	"37"	"Dec., 2018"	"2018/12"	151	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"North Carolina"	"37"			2064	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"North Dakota"	"38"	"Jan., 2018"	"2018/01"	28	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"North Dakota"	"38"	"Feb., 2018"	"2018/02"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"North Dakota"	"38"	"Mar., 2018"	"2018/03"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"North Dakota"	"38"	"Apr., 2018"	"2018/04"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"North Dakota"	"38"	"Jun., 2018"	"2018/06"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"North Dakota"	"38"	"Sep., 2018"	"2018/09"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"North Dakota"	"38"	"Oct., 2018"	"2018/10"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"North Dakota"	"38"	"Dec., 2018"	"2018/12"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"North Dakota"	"38"			152	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Ohio"	"39"	"Jan., 2018"	"2018/01"	514	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Ohio"	"39"	"Feb., 2018"	"2018/02"	346	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Ohio"	"39"	"Mar., 2018"	"2018/03"	250	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Ohio"	"39"	"Apr., 2018"	"2018/04"	203	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Ohio"	"39"	"May, 2018"	"2018/05"	125	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Ohio"	"39"	"Jun., 2018"	"2018/06"	131	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Ohio"	"39"	"Jul., 2018"	"2018/07"	133	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Ohio"	"39"	"Aug., 2018"	"2018/08"	121	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Ohio"	"39"	"Sep., 2018"	"2018/09"	130	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Ohio"	"39"	"Oct., 2018"	"2018/10"	139	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Ohio"	"39"	"Nov., 2018"	"2018/11"	137	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Ohio"	"39"	"Dec., 2018"	"2018/12"	166	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Ohio"	"39"			2395	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"Jan., 2018"	"2018/01"	158	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"Feb., 2018"	"2018/02"	160	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"Mar., 2018"	"2018/03"	71	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"Apr., 2018"	"2018/04"	60	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"May, 2018"	"2018/05"	42	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"Jun., 2018"	"2018/06"	46	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"Jul., 2018"	"2018/07"	48	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"Aug., 2018"	"2018/08"	39	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"Sep., 2018"	"2018/09"	27	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"Oct., 2018"	"2018/10"	37	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"Nov., 2018"	"2018/11"	55	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"Dec., 2018"	"2018/12"	66	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Oklahoma"	"40"			809	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Oregon"	"41"	"Jan., 2018"	"2018/01"	142	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Oregon"	"41"	"Feb., 2018"	"2018/02"	68	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Oregon"	"41"	"Mar., 2018"	"2018/03"	68	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Oregon"	"41"	"Apr., 2018"	"2018/04"	44	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Oregon"	"41"	"May, 2018"	"2018/05"	25	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Oregon"	"41"	"Jun., 2018"	"2018/06"	25	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Oregon"	"41"	"Jul., 2018"	"2018/07"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Oregon"	"41"	"Aug., 2018"	"2018/08"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Oregon"	"41"	"Sep., 2018"	"2018/09"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Oregon"	"41"	"Oct., 2018"	"2018/10"	28	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Oregon"	"41"	"Nov., 2018"	"2018/11"	31	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Oregon"	"41"	"Dec., 2018"	"2018/12"	48	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Oregon"	"41"			530	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Jan., 2018"	"2018/01"	474	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Feb., 2018"	"2018/02"	453	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Mar., 2018"	"2018/03"	328	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Apr., 2018"	"2018/04"	237	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"May, 2018"	"2018/05"	197	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Jun., 2018"	"2018/06"	144	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Jul., 2018"	"2018/07"	136	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Aug., 2018"	"2018/08"	151	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Sep., 2018"	"2018/09"	161	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Oct., 2018"	"2018/10"	193	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Nov., 2018"	"2018/11"	191	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Dec., 2018"	"2018/12"	222	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Pennsylvania"	"42"			2887	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Jan., 2018"	"2018/01"	34	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Feb., 2018"	"2018/02"	33	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Mar., 2018"	"2018/03"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Apr., 2018"	"2018/04"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"May, 2018"	"2018/05"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Jul., 2018"	"2018/07"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Aug., 2018"	"2018/08"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Nov., 2018"	"2018/11"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Dec., 2018"	"2018/12"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Rhode Island"	"44"			192	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jan., 2018"	"2018/01"	188	Not Applicable	Not Applicable	Not Applicable	Not Applicable
